"continent" "status" "order" "family" "genus" "species" "mass.grams"
"941" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "audax" NA
"942" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "daemon" NA
"943" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "naivashae" NA
"944" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "rex" NA
"945" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "ruandae" NA
"946" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "ruddi" NA
"947" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "spalacinus" NA
"948" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "macrocephalus" 597
"949" "AF" "extant" "Rodentia" "Muridae" "Tachyoryctes" "splendens" 212.3
"950" "AF" "extant" "Rodentia" "Muridae" "Tatera" "boehmi" NA
"951" "AF" "extant" "Rodentia" "Muridae" "Tatera" "kempi" 101
"952" "AF" "extant" "Rodentia" "Muridae" "Tatera" "phillipsi" NA
"953" "AF" "extant" "Rodentia" "Muridae" "Tatera" "afra" 97
"954" "AF" "extant" "Rodentia" "Muridae" "Tatera" "brantsii" 79.8
"955" "AF" "extant" "Rodentia" "Muridae" "Tatera" "guineae" 102.5
"956" "AF" "extant" "Rodentia" "Muridae" "Tatera" "inclusa" 118.5
"957" "AF" "extant" "Rodentia" "Muridae" "Tatera" "nigricauda" 123
"958" "AF" "extant" "Rodentia" "Muridae" "Tatera" "robusta" 96
"959" "AF" "extant" "Rodentia" "Muridae" "Tatera" "valida" 121
"960" "AF" "extant" "Rodentia" "Muridae" "Tatera" "leucogaster" 69.9
"961" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "congicus" NA
"962" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "harringtoni" NA
"963" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "lacustris" NA
"964" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "petteri" NA
"965" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "arenarius" 47
"966" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "gracilis" 49
"967" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "pygargus" 60.2
"968" "AF" "extant" "Rodentia" "Muridae" "Taterillus" "emini" 52
"969" "AF" "extant" "Rodentia" "Muridae" "Thallomys" "loringi" NA
"970" "AF" "extant" "Rodentia" "Muridae" "Thallomys" "nigricauda" 124.7
"971" "AF" "extant" "Rodentia" "Muridae" "Thallomys" "shortridgei" NA
"972" "AF" "extant" "Rodentia" "Muridae" "Thallomys" "paedulcus" 80.5
"973" "AF" "extant" "Rodentia" "Muridae" "Thamnomys" "kempi" 75
"974" "AF" "extant" "Rodentia" "Muridae" "Thamnomys" "venustus" 61.9
"975" "AF" "extant" "Rodentia" "Muridae" "Uranomys" "ruddi" 49.7
"976" "AF" "extant" "Rodentia" "Muridae" "Zelotomys" "woosnami" 54.1
"977" "AF" "extant" "Rodentia" "Muridae" "Zelotomys" "hildegardeae" 60
"978" "AF" "extant" "Rodentia" "Myoxidae" "Eliomys" "melanurus" 122.5
"979" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "christyi" NA
"980" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "crassicaudatus" NA
"981" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "kelleni" NA
"982" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "lorraineus" NA
"983" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "microtis" NA
"984" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "monardi" NA
"985" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "olga" NA
"986" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "rupicola" NA
"987" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "surdus" NA
"988" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "ocularis" 68.8
"989" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "parvus" 10.5
"990" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "platyops" 46.1
"991" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "hueti" 30
"992" "AF" "extant" "Rodentia" "Myoxidae" "Graphiurus" "murinus" 20.2
"993" "AF" "extant" "Rodentia" "Pedetidae" "Pedetes" "capensis" 3155
"994" "AF" "extant" "Rodentia" "Petromuridae" "Petromus" "typicus" 224
"995" "AF" "extant" "Rodentia" "Sciuridae" "Atlantoxerus" "getulus" 251
"996" "AF" "extant" "Rodentia" "Sciuridae" "Epixerus" "ebii" 592
"997" "AF" "extant" "Rodentia" "Sciuridae" "Epixerus" "wilsoni" 388
"998" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "anerythrus" 218
"999" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "congicus" 112
"1000" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "isabella" 109
"1001" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "lemniscatus" 141
"1002" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "pyrropus" 297
"1003" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "substriatus" 186
"1004" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "leucogenys" 250
"1005" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "bayonii" 135
"1006" "AF" "extant" "Rodentia" "Sciuridae" "Funisciurus" "carruthersi" 286
"1007" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "punctatus" 174
"1008" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "rufobrachium" 371.5
"1009" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "mutabilis" 390
"1010" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "gambianus" 295
"1011" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "ruwenzorii" 291
"1012" "AF" "extant" "Rodentia" "Sciuridae" "Heliosciurus" "undulatus" 347.3
"1013" "AF" "extant" "Rodentia" "Sciuridae" "Myosciurus" "pumilio" 165
"1014" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "vincenti" NA
"1015" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "poensis" 124.5
"1016" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "alexandri" 52
"1017" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "boehmi" 70
"1018" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "cepapi" 180
"1019" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "cooperi" 250
"1020" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "flavovittis" 160
"1021" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "lucifer" 700
"1022" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "vexillarius" 675
"1023" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "ochraceus" 104.3
"1024" "AF" "extant" "Rodentia" "Sciuridae" "Paraxerus" "palliatus" 309.3
"1025" "AF" "extant" "Rodentia" "Sciuridae" "Protoxerus" "stangeri" 621.5
"1026" "AF" "extant" "Rodentia" "Sciuridae" "Protoxerus" "aubinnii" 350
"1027" "AF" "extant" "Rodentia" "Sciuridae" "Xerus" "inauris" 624.5
"1028" "AF" "extant" "Rodentia" "Sciuridae" "Xerus" "princeps" 950
"1029" "AF" "extant" "Rodentia" "Sciuridae" "Xerus" "erythropus" 722.5
"1030" "AF" "extant" "Rodentia" "Sciuridae" "Xerus" "rutilus" 317.5
"1031" "AF" "extant" "Rodentia" "Thryonomyidae" "Thryonomys" "swinderianus" 4060
"1032" "AF" "extant" "Rodentia" "Thryonomyidae" "Thryonomys" "gregorianus" 2707.1
"1033" "AF" "extant" "Sirenia" "Trichechidae" "Trichechus" "senegalensis" 454000
"1034" "AF" "extant" "Tubulidentata" "Orycteropodidae" "Orycteropus" "afer" 52350.4
"1035" "AUS" "introduction" "Artiodactyla" "Bovidae" "Bos" "javanicus" 475000
"1036" "AUS" "introduction" "Artiodactyla" "Bovidae" "Bubalus" "bubalis" 825000
"1037" "AUS" "introduction" "Artiodactyla" "Bovidae" "Capra" "hircus" 33500
"1038" "AUS" "introduction" "Artiodactyla" "Camelidae" "Camelus" "dromedarius" 8e+05
"1039" "AUS" "introduction" "Artiodactyla" "Cervidae" "Axis" "axis" 69500
"1040" "AUS" "introduction" "Artiodactyla" "Cervidae" "Axis" "porcinus" 35000
"1041" "AUS" "introduction" "Artiodactyla" "Cervidae" "Cervus" "elaphus" 119500
"1042" "AUS" "introduction" "Artiodactyla" "Cervidae" "Cervus" "timorensis" 63000
"1043" "AUS" "introduction" "Artiodactyla" "Cervidae" "Cervus" "unicolor" 169000
"1044" "AUS" "introduction" "Artiodactyla" "Cervidae" "Dama" "dama" 48500
"1045" "AUS" "introduction" "Artiodactyla" "Suidae" "Sus" "scrofa" 86250
"1046" "AUS" "extant" "Carnivora" "Canidae" "Canis" "lupus" 16800
"1047" "AUS" "extant" "Carnivora" "Canidae" "Vulpes" "vulpes" 5950
"1048" "AUS" "introduction" "Carnivora" "Felidae" "Felis" "silvestris" 4250
"1049" "AUS" "extant" "Carnivora" "Otariidae" "Arctocephalus" "forsteri" 101250
"1050" "AUS" "extant" "Carnivora" "Otariidae" "Arctocephalus" "gazella" 97500
"1051" "AUS" "extant" "Carnivora" "Otariidae" "Arctocephalus" "pusillus" 178500
"1052" "AUS" "extant" "Carnivora" "Otariidae" "Arctocephalus" "tropicalis" 84000
"1053" "AUS" "extant" "Carnivora" "Otariidae" "Neophoca" "cinerea" 190000
"1054" "AUS" "extant" "Carnivora" "Phocidae" "Hydrurga" "leptonyx" 360000
"1055" "AUS" "extant" "Carnivora" "Phocidae" "Leptonychotes" "weddellii" 4e+05
"1056" "AUS" "extant" "Carnivora" "Phocidae" "Lobodon" "carcinophagus" 225000
"1057" "AUS" "extant" "Carnivora" "Phocidae" "Mirounga" "leonina" 1600000
"1058" "AUS" "extant" "Carnivora" "Phocidae" "Ommatophoca" "rossii" 250000
"1059" "AUS" "extant" "Chiroptera" "Emballonuridae" "Saccolaimus" "mixtus" NA
"1060" "AUS" "extant" "Chiroptera" "Emballonuridae" "Saccolaimus" "flaviventris" 45
"1061" "AUS" "extant" "Chiroptera" "Emballonuridae" "Saccolaimus" "saccolaimus" 43.7
"1062" "AUS" "extant" "Chiroptera" "Emballonuridae" "Taphozous" "australis" 22.9
"1063" "AUS" "extant" "Chiroptera" "Emballonuridae" "Taphozous" "georgianus" 27.7
"1064" "AUS" "extant" "Chiroptera" "Emballonuridae" "Taphozous" "hilli" 22
"1065" "AUS" "extant" "Chiroptera" "Emballonuridae" "Taphozous" "kapalgensis" 26
"1066" "AUS" "extant" "Chiroptera" "Megadermatidae" "Macroderma" "gigas" 126.4
"1067" "AUS" "extant" "Chiroptera" "Molossidae" "Chaerephon" "jobensis" 21.3
"1068" "AUS" "extant" "Chiroptera" "Molossidae" "Mormopterus" "beccarii" 14.9
"1069" "AUS" "extant" "Chiroptera" "Molossidae" "Mormopterus" "norfolkensis" 8
"1070" "AUS" "extant" "Chiroptera" "Molossidae" "Mormopterus" "planiceps" 8.8
"1071" "AUS" "extant" "Chiroptera" "Molossidae" "Tadarida" "australis" 31.8
"1072" "AUS" "extant" "Chiroptera" "Pteropodidae" "Dobsonia" "moluccensis" 381.4
"1073" "AUS" "extant" "Chiroptera" "Pteropodidae" "Macroglossus" "minimus" 15.9
"1074" "AUS" "extant" "Chiroptera" "Pteropodidae" "Melonycteris" "melanops" 49
"1075" "AUS" "extant" "Chiroptera" "Pteropodidae" "Nyctimene" "albiventer" 29.9
"1076" "AUS" "extant" "Chiroptera" "Pteropodidae" "Nyctimene" "robinsoni" 49.5
"1077" "AUS" "extant" "Chiroptera" "Pteropodidae" "Pteropus" "alecto" 672.1
"1078" "AUS" "extant" "Chiroptera" "Pteropodidae" "Pteropus" "conspicillatus" 775.7
"1079" "AUS" "extant" "Chiroptera" "Pteropodidae" "Pteropus" "poliocephalus" 749.9
"1080" "AUS" "extant" "Chiroptera" "Pteropodidae" "Pteropus" "scapulatus" 443.4
"1081" "AUS" "historical" "Chiroptera" "Pteropodidae" "Pteropus" "brunneus" 200
"1082" "AUS" "extant" "Chiroptera" "Pteropodidae" "Syconycteris" "australis" 17.1
"1083" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Hipposideros" "ater" 5.8
"1084" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Hipposideros" "cervinus" 9.3
"1085" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Hipposideros" "diadema" 43.8
"1086" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Hipposideros" "semoni" 14
"1087" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Hipposideros" "stenotis" 12
"1088" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Rhinolophus" "megaphyllus" 10.1
"1089" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Rhinolophus" "philippinensis" 10.7
"1090" "AUS" "extant" "Chiroptera" "Rhinolophidae" "Rhinonicteris" "aurantia" 8.8
"1091" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Chalinolobus" "picatus" NA
"1092" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Chalinolobus" "dwyeri" 9
"1093" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Chalinolobus" "gouldii" 14.5
"1094" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Chalinolobus" "morio" 8.8
"1095" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Chalinolobus" "nigrogriseus" 8.8
"1096" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Eptesicus" "baverstocki" NA
"1097" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Eptesicus" "douglasorum" 5
"1098" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Eptesicus" "pumilus" 5.1
"1099" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Eptesicus" "regulus" 5.1
"1100" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Eptesicus" "sagittula" 6.5
"1101" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Kerivoula" "papuensis" 6.2
"1102" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "australis" 7.3
"1103" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "schreibersi" 11.5
"1104" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Murina" "florium" 4.3
"1105" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "australis" NA
"1106" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "adversus" 10.6
"1107" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "balstoni" 11.7
"1108" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "greyii" 10
"1109" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "rueppellii" 26.5
"1110" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "sanborni" 8
"1111" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "arnhemensis" 6.7
"1112" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "geoffroyi" 7.3
"1113" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "gouldi" 10
"1114" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "timoriensis" 11.7
"1115" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "walkeri" 4.3
"1116" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "javanicus" 5.3
"1117" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "tasmaniensis" 22.7
"1118" "AUS" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "tenuis" 4.7
"1119" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "bellus" 44.5
"1120" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "flavipes" 45
"1121" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "godmani" 76.5
"1122" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "leo" 74
"1123" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "minimus" 53.5
"1124" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "stuartii" 27.5
"1125" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "swainsonii" 53
"1126" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasycercus" "byrnei" 103.8
"1127" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasycercus" "cristicauda" 100
"1128" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasykaluta" "rosamondae" 28.8
"1129" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "geoffroii" 1100
"1130" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "hallucatus" 525
"1131" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "maculatus" 5500
"1132" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "viverrinus" 1090
"1133" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Ningaui" "ridei" 8.5
"1134" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Ningaui" "timealeyi" 5.7
"1135" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Ningaui" "yvonnae" 7
"1136" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Parantechinus" "apicalis" 68.8
"1137" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Parantechinus" "bilarni" 27.5
"1138" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Phascogale" "calura" 51.5
"1139" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Phascogale" "tapoatafa" 193.5
"1140" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Planigale" "gilesi" 9.2
"1141" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Planigale" "ingrami" 4.3
"1142" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Planigale" "maculata" 11
"1143" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Planigale" "tenuirostris" 6.1
"1144" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Pseudantechinus" "macdonnellensis" 32.5
"1145" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Pseudantechinus" "ningbing" 20
"1146" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Pseudantechinus" "woolleyae" 40
"1147" "AUS" "extinct" "Dasyuromorphia" "Dasyuridae" "Sarcophilus" "laniarius" 12000
"1148" "AUS" "historical" "Dasyuromorphia" "Dasyuridae" "Sarcophilus" "harrisii" 10000
"1149" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "aitkeni" 22.5
"1150" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "archeri" 16
"1151" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "butleri" 25
"1152" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "crassicaudata" 15
"1153" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "dolichura" 13.6
"1154" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "douglasi" 55
"1155" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "gilberti" 19.5
"1156" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "granulipes" 25
"1157" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "griseoventer" 17.5
"1158" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "hirtipes" 15
"1159" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "laniger" 25
"1160" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "leucopus" 26
"1161" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "longicaudata" 18
"1162" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "macroura" 20
"1163" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "murina" 17
"1164" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "ooldea" 11
"1165" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "psammophila" 33.5
"1166" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "virginiae" 35.3
"1167" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "youngsoni" 10.1
"1168" "AUS" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "fuliginosus" NA
"1169" "AUS" "extant" "Dasyuromorphia" "Myrmecobiidae" "Myrmecobius" "fasciatus" 471.5
"1170" "AUS" "extinct" "Dasyuromorphia" "Phascolarctidae" "Phascolarctos" "stirtoni" 14000
"1171" "AUS" "historical" "Dasyuromorphia" "Thylacinidae" "Thylacinus" "cynocephalus" 30000
"1172" "AUS" "extinct" "Diprotodontia" "" "Diprotodon" "minor" 9e+05
"1173" "AUS" "extinct" "Diprotodontia" "" "Diprotodon" "optatum" 1500000
"1174" "AUS" "extinct" "Diprotodontia" "" "Euowenia" "grata" 750000
"1175" "AUS" "extinct" "Diprotodontia" "" "Euryzygoma" "dunese" 5e+05
"1176" "AUS" "extinct" "Diprotodontia" "" "Nototherium" "mitchelli" 5e+05
"1177" "AUS" "extinct" "Diprotodontia" "" "Palorchestes" "azeal" 5e+05
"1178" "AUS" "extinct" "Diprotodontia" "" "Palorchestes" "parvus" 1e+05
"1179" "AUS" "extinct" "Diprotodontia" "" "Zygomaturus" "trilobus" 750000
"1180" "AUS" "extant" "Diprotodontia" "Arcobatidae" "Acrobates" "pygmaeus" 12
"1181" "AUS" "extant" "Diprotodontia" "Burramyidae" "Burramys" "parvus" 41.5
"1182" "AUS" "extant" "Diprotodontia" "Burramyidae" "Cercartetus" "caudatus" 30
"1183" "AUS" "extant" "Diprotodontia" "Burramyidae" "Cercartetus" "concinnus" 13
"1184" "AUS" "extant" "Diprotodontia" "Burramyidae" "Cercartetus" "lepidus" 7
"1185" "AUS" "extant" "Diprotodontia" "Burramyidae" "Cercartetus" "nanus" 24
"1186" "AUS" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "bennettianus" 10950
"1187" "AUS" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "lumholtzi" 6750
"1188" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Kangurus" "congrous" 40000
"1189" "AUS" "extant" "Diprotodontia" "Macropodidae" "Lagorchestes" "conspicillatus" 3050
"1190" "AUS" "extant" "Diprotodontia" "Macropodidae" "Lagorchestes" "hirsutus" 1265
"1191" "AUS" "historical" "Diprotodontia" "Macropodidae" "Lagorchestes" "leporides" 3000
"1192" "AUS" "historical" "Diprotodontia" "Macropodidae" "Lagorchestes" "asomatus" 1500
"1193" "AUS" "extant" "Diprotodontia" "Macropodidae" "Lagostrophus" "fasciatus" 1700
"1194" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "agilis" 15000
"1195" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "antilopinus" 27250
"1196" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "bernardus" 17000
"1197" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "dorsalis" 11250
"1198" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "eugenii" 6500
"1199" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "fuliginosus" 22000
"1200" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "giganteus" 25875
"1201" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "irma" 8000
"1202" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "parma" 4500
"1203" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "parryi" 13500
"1204" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "robustus" 21262.5
"1205" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "rufogriseus" 16850
"1206" "AUS" "extant" "Diprotodontia" "Macropodidae" "Macropus" "rufus" 46250
"1207" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Macropus" "pearsoni" 150000
"1208" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Macropus" "piltonesis" 30000
"1209" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Macropus" "ferragus" 150000
"1210" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Macropus" "thor" 30000
"1211" "AUS" "historical" "Diprotodontia" "Macropodidae" "Macropus" "greyi" 10000
"1212" "AUS" "extant" "Diprotodontia" "Macropodidae" "Onychogalea" "fraenata" 5500
"1213" "AUS" "extant" "Diprotodontia" "Macropodidae" "Onychogalea" "unguifera" 6650
"1214" "AUS" "historical" "Diprotodontia" "Macropodidae" "Onychogalea" "lunata" 3500
"1215" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "assimilis" 4500
"1216" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "brachyotis" 4050
"1217" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "burbidgei" 1258
"1218" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "concinna" 1400
"1219" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "godmani" 4750
"1220" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "inornata" 4600
"1221" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "lateralis" 4625
"1222" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "penicillata" 7100
"1223" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "persephone" 6200
"1224" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "rothschildi" 3400
"1225" "AUS" "extant" "Diprotodontia" "Macropodidae" "Petrogale" "xanthopus" 8500
"1226" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Procoptodon" "goliah" 250000
"1227" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Procoptodon" "pusio" 75000
"1228" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Procoptodon" "rapha" 150000
"1229" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Procoptodon" "texasensis" 150000
"1230" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "brehus" 1e+05
"1231" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "roechus" 90000
"1232" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "anak" 1e+05
"1233" "AUS" "extant" "Diprotodontia" "Macropodidae" "Setonix" "brachyurus" 3250
"1234" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Simosthenurus" "brownei" 50000
"1235" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Simosthenurus" "maddocki" 50000
"1236" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Simosthenurus" "orientalis" 75000
"1237" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Simosthenurus" "pales" 150000
"1238" "AUS" "extinct" "Diprotodontia" "Macropodidae" "Simosthenurus" "gilli" 30000
