"continent" "status" "order" "family" "genus" "species" "mass.grams"
"2954" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "minor" 7
"2955" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "pusillus" 8.6
"2956" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "schreibersi" 11.5
"2957" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Miniopterus" "tristis" 15.8
"2958" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "rozendaali" NA
"2959" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "silvatica" NA
"2960" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "tenebrosa" NA
"2961" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "ussuriensis" NA
"2962" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "aenea" 7.5
"2963" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "cyclotis" 9.1
"2964" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "florium" 4.3
"2965" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "leucogaster" 7.6
"2966" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Murina" "suilla" 4
"2967" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "bombinus" NA
"2968" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "chinensis" NA
"2969" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "dominicensis" NA
"2970" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "findleyi" NA
"2971" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "goudoti" NA
"2972" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "hosonoi" NA
"2973" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "ikonnikovi" NA
"2974" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "insularum" NA
"2975" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "martiniquensis" NA
"2976" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "oreias" NA
"2977" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "ozensis" NA
"2978" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "pruinosus" NA
"2979" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "ricketti" NA
"2980" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "stalkeri" NA
"2981" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "yesoensis" NA
"2982" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "adversus" 10.6
"2983" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "brandti" 5.3
"2984" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "capaccinii" 7.4
"2985" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "daubentoni" 7.4
"2986" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "formosus" 7
"2987" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "frater" 7.6
"2988" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "hasseltii" 8.8
"2989" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "horsfieldii" 6
"2990" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "keenii" 6.3
"2991" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "macrodactylus" 7.2
"2992" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "macrotarsus" 12.5
"2993" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "montivagus" 8.3
"2994" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "muricola" 4.5
"2995" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "myotis" 24.8
"2996" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "mystacinus" 5
"2997" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "nesopolus" 3.5
"2998" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "nigricans" 4.2
"2999" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "ridleyi" 4
"3000" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "riparius" 5.6
"3001" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "siligorensis" 3
"3002" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "velifer" 10.1
"3003" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Myotis" "vivesi" 25
"3004" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctalus" "aviator" NA
"3005" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctalus" "azoreum" NA
"3006" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctalus" "leisleri" 13.3
"3007" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctalus" "noctula" 28
"3008" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "humeralis" 9
"3009" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nycticeius" "sanborni" 8
"3010" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "heran" NA
"3011" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "microdon" NA
"3012" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "geoffroyi" 7.3
"3013" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "gouldi" 10
"3014" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "microtis" 7.1
"3015" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Nyctophilus" "timoriensis" 11.7
"3016" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pharotis" "imogene" NA
"3017" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Philetor" "brachypterus" 11.6
"3018" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "cuprosus" NA
"3019" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "endoi" NA
"3020" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "kitcheneri" NA
"3021" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "macrotis" NA
"3022" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "maderensis" NA
"3023" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "minahassae" NA
"3024" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "mordax" NA
"3025" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "petersi" NA
"3026" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "societatis" NA
"3027" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "bodenheimeri" 2.7
"3028" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "ceylonicus" 8.4
"3029" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "circumdatus" 10.4
"3030" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "coromandra" 4.6
"3031" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "dormeri" 6.9
"3032" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "imbricatus" 5.7
"3033" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "javanicus" 5.3
"3034" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "kuhlii" 5.9
"3035" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "nanulus" 2.5
"3036" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "nanus" 3.9
"3037" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "nathusii" 7.3
"3038" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "pipistrellus" 5.7
"3039" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "pulveratus" 5.5
"3040" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "rueppelli" 6.9
"3041" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "savii" 6.4
"3042" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "stenopterus" 15.2
"3043" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Pipistrellus" "tenuis" 4.7
"3044" "Insular" "historical" "Chiroptera" "Vespertilionidae" "Pipistrellus" "sturdeei" NA
"3045" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Plecotus" "taivanus" NA
"3046" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Plecotus" "teneriffae" NA
"3047" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Plecotus" "auritus" 7.8
"3048" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Plecotus" "austriacus" 7.3
"3049" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Rhogeesa" "minutilla" 3.7
"3050" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Rhogeesa" "parvula" 4.4
"3051" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Rhogeesa" "tumida" 4.5
"3052" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Scotophilus" "celebensis" NA
"3053" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Scotophilus" "robustus" NA
"3054" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Scotophilus" "borbonicus" 18
"3055" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Scotophilus" "heathi" 34.6
"3056" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Scotophilus" "kuhlii" 23
"3057" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Tylonycteris" "pachypus" 3.6
"3058" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Tylonycteris" "robustula" 7.7
"3059" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Vespertilio" "murinus" 18.7
"3060" "Insular" "extant" "Chiroptera" "Vespertilionidae" "Vespertilio" "superans" 24.5
"3061" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "melanurus" 47.8
"3062" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "naso" 48.4
"3063" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Antechinus" "wilhelmina" NA
"3064" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "albopunctatus" 637
"3065" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Dasyurus" "spartacus" NA
"3066" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Murexia" "longicaudata" NA
"3067" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Murexia" "longicaudata" 434
"3068" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Murexia" "longicaudata" 434
"3069" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Murexia" "rothschildi" 43.8
"3070" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Myoictis" "melas" 200
"3071" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Myoictis" "melas" 200
"3072" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Myoictis" "melas" 200
"3073" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Neophascogale" "lorentzi" 212
"3074" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Phascolosorex" "doriae" NA
"3075" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Phascolosorex" "dorsalis" 138.5
"3076" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Planigale" "novaeguineae" 14.9
"3077" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "archeri" 16
"3078" "Insular" "extant" "Dasyuromorphia" "Dasyuridae" "Sminthopsis" "virginiae" 35.3
"3079" "Insular" "extinct" "Dasyuromorphia" "Thylacinidae" "Thylacinus" "sp." 30000
"3080" "Insular" "extant" "Dermoptera" "Cynocephalidae" "Cynocephalus" "variegatus" 1025
"3081" "Insular" "extant" "Didelphimorphia" "Didelphidae" "Monodelphis" "maraxina" NA
"3082" "Insular" "extant" "Diprotodontia" "Acrobatidae" "Distoechurus" "pennatus" 44.1
"3083" "Insular" "extant" "Diprotodontia" "Burramyidae" "Cercartetus" "caudatus" 20
"3084" "Insular" "extinct" "Diprotodontia" "Diprotodontidae" "Hulitherium" "thomasettii" 137500
"3085" "Insular" "extinct" "Diprotodontia" "Diprotodontidae" "Kolopsis" "watutense" 3e+05
"3086" "Insular" "extinct" "Diprotodontia" "Diprotodontidae" "Maokopia" "ronaldi" 1e+05
"3087" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "matschiei" 6960
"3088" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "matschiei" 6960
"3089" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "inustus" 12625
"3090" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "ursinus" 13250
"3091" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "dorianus" 9581
"3092" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "goodfellowi" 8025
"3093" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "inustus" 13437.5
"3094" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "scottae" 10375
"3095" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "spadix" 9100
"3096" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dendrolagus" "spp." 8750
"3097" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Dendrolagus" "noibano" 20000
"3098" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "atrata" 5916.5
"3099" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "atrata" 5916.5
"3100" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "muelleri" 6000
"3101" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "hageni" 5500
"3102" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "luctuosa" 6352
"3103" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsis" "muelleri" 5000
"3104" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsulus" "vanheurni" NA
"3105" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsulus" "macleayi" 2988
"3106" "Insular" "extant" "Diprotodontia" "Macropodidae" "Dorcopsulus" "vanheurni" 1821.5
"3107" "Insular" "extant" "Diprotodontia" "Macropodidae" "Macropus" "agilis" 15000
"3108" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "hopei" 74000
"3109" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "nombe" 30000
"3110" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Protemnodon" "tumbuna" 50000
"3111" "Insular" "extant" "Diprotodontia" "Macropodidae" "Thylogale" "browni" 5478
"3112" "Insular" "extant" "Diprotodontia" "Macropodidae" "Thylogale" "brunii" NA
"3113" "Insular" "extant" "Diprotodontia" "Macropodidae" "Thylogale" "calabyi" NA
"3114" "Insular" "extant" "Diprotodontia" "Macropodidae" "Thylogale" "stigmatica" 4600
"3115" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Thylogale" "christenseni" 1821.5
"3116" "Insular" "extinct" "Diprotodontia" "Macropodidae" "Thylogale" "sp." 5478
"3117" "Insular" "extant" "Diprotodontia" "Petauridae" "Dactylopsila" "tatei" 252
"3118" "Insular" "extant" "Diprotodontia" "Petauridae" "Dactylopsila" "megalura" NA
"3119" "Insular" "extant" "Diprotodontia" "Petauridae" "Dactylopsila" "palpator" 398
"3120" "Insular" "extant" "Diprotodontia" "Petauridae" "Dactylopsila" "trivirgata" 404.1
"3121" "Insular" "extant" "Diprotodontia" "Petauridae" "Petaurus" "abidi" 278
"3122" "Insular" "extant" "Diprotodontia" "Petauridae" "Petaurus" "breviceps" 85.1
"3123" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Ailurops" "ursinus" 10000
"3124" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Ailurops" "ursinus" 10000
"3125" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "pelengensis" NA
"3126" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "lullulae" 1632.5
"3127" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "ornatus" 1787.5
"3128" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "rothschildi" 1365
"3129" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "carmelitae" 2047.5
"3130" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "intercastellanus" 1747.5
"3131" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "matanim" 1550
"3132" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "orientalis" 2487.5
"3133" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "sericeus" 2003
"3134" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Phalanger" "vestitus" 1850
"3135" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Spilocuscus" "maculatus" 3813.5
"3136" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Spilocuscus" "rufoniger" 6000
"3137" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Strigocuscus" "celebensis" NA
"3138" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Strigocuscus" "gymnotis" 2705
"3139" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Strigocuscus" "gymnotis" 2705
"3140" "Insular" "extant" "Diprotodontia" "Phalangeridae" "Trichosurus" "arnhemensis" 1300
"3141" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "canescens" 300
"3142" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "canescens" 300
"3143" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "caroli" 440
"3144" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "forbesi" 649
"3145" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "mayeri" 151.8
"3146" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudocheirus" "schlegeli" 274.5
"3147" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudochirops" "albertisii" 784.9
"3148" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudochirops" "albertisii" 784.9
"3149" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudochirops" "corinnae" 1123
"3150" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudochirops" "coronatus" 1500
"3151" "Insular" "extant" "Diprotodontia" "Pseudocheiridae" "Pseudochirops" "cupreus" 1724.5
"3152" "Insular" "extant" "Insectivora" "Erinaceidae" "Echinosorex" "gymnura" 957
"3153" "Insular" "extant" "Insectivora" "Erinaceidae" "Hylomys" "hainanensis" NA
"3154" "Insular" "extant" "Insectivora" "Erinaceidae" "Hylomys" "suillus" 64
"3155" "Insular" "extant" "Insectivora" "Erinaceidae" "Podogymnura" "aureospinula" NA
"3156" "Insular" "extant" "Insectivora" "Erinaceidae" "Podogymnura" "truei" NA
"3157" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "edithae" NA
"3158" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "hypomicrus" NA
"3159" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "longirostris" NA
"3160" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "major" NA
"3161" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "micrus" NA
"3162" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "paramicrus" NA
"3163" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "submicrus" NA
"3164" "Insular" "historical" "Insectivora" "Nesophontidae" "Nesophontes" "zamicrus" NA
"3165" "Insular" "extant" "Insectivora" "Solenodontidae" "Solenodon" "paradoxus" 900
"3166" "Insular" "extant" "Insectivora" "Solenodontidae" "Solenodon" "cubanus" 650
"3167" "Insular" "historical" "Insectivora" "Solenodontidae" "Solenodon" "marcanoi" NA
"3168" "Insular" "extant" "Insectivora" "Soricidae" "Chimarrogale" "himalayica" NA
"3169" "Insular" "extant" "Insectivora" "Soricidae" "Chimarrogale" "phaeura" NA
"3170" "Insular" "extant" "Insectivora" "Soricidae" "Chimarrogale" "sumatrana" NA
"3171" "Insular" "extant" "Insectivora" "Soricidae" "Chimarrogale" "platycephala" 32
"3172" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "andamanensis" NA
"3173" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "attenuata" NA
"3174" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "attenuata" NA
"3175" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "beccarii" NA
"3176" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "cossyrensis" NA
"3177" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "dsinezumi" NA
"3178" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "elongata" NA
"3179" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "grandis" NA
"3180" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "hispida" NA
"3181" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "jenkinsi" NA
"3182" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "lea" NA
"3183" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "levicula" NA
"3184" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "maxi" NA
"3185" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "mindorus" NA
"3186" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "minuta" NA
"3187" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "monticola" NA
"3188" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "neglecta" NA
"3189" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "negrina" NA
"3190" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "nicobarica" NA
"3191" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "orii" NA
"3192" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "osorio" NA
"3193" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "palawanensis" NA
"3194" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "paradoxura" NA
"3195" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "rhoditis" NA
"3196" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "sicula" NA
"3197" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "tenuis" NA
"3198" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "zimmermanni" NA
"3199" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "canariensis" 7.5
"3200" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "grayi" 10.3
"3201" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "beatus" 10.6
"3202" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "horsfieldii" NA
"3203" "Insular" "extant" "Insectivora" "Soricidae" "Crocidura" "miya" NA
"3204" "Insular" "extant" "Insectivora" "Soricidae" "Feroculus" "feroculus" 36
"3205" "Insular" "extant" "Insectivora" "Soricidae" "Solisorex" "pearsoni" NA
"3206" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "daphaenodon" NA
"3207" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "gracillimus" NA
"3208" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "gracillimus" NA
"3209" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "hosonoi" NA
"3210" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "hydrodromus" NA
"3211" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "isodon" NA
"3212" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "jacksoni" NA
"3213" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "leucogaster" NA
"3214" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "sadonis" NA
"3215" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "shinto" NA
"3216" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "tundrensis" NA
"3217" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "unguiculatus" NA
"3218" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "unguiculatus" NA
"3219" "Insular" "extant" "Insectivora" "Soricidae" "Sorex" "minutissimus" 2.4
"3220" "Insular" "extant" "Insectivora" "Soricidae" "Soriculus" "fumidus" NA
"3221" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "ater" NA
"3222" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "hosei" NA
"3223" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "mertensi" NA
"3224" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "montanus" NA
"3225" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "fellowesgordoni" NA
"3226" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "zeylanicus" NA
"3227" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "madagascariensis" 3.5
"3228" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "madagascariensis" 3.5
"3229" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "murinus" 40
"3230" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "murinus" 53.7
"3231" "Insular" "extant" "Insectivora" "Soricidae" "Suncus" "murinus" 53.7
"3232" "Insular" "extant" "Insectivora" "Talpidae" "Euroscaptor" "mizura" NA
"3233" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "etigo" NA
"3234" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "insularis" NA
"3235" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "kobeae" NA
"3236" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "minor" NA
"3237" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "tokudae" NA
"3238" "Insular" "extant" "Insectivora" "Talpidae" "Mogera" "wogura" NA
"3239" "Insular" "extant" "Insectivora" "Talpidae" "Nesoscaptor" "uchidai" NA
"3240" "Insular" "extant" "Insectivora" "Talpidae" "Talpa" "stankovici" NA
"3241" "Insular" "extant" "Insectivora" "Talpidae" "Urotrichus" "pilirostris" NA
"3242" "Insular" "extant" "Insectivora" "Talpidae" "Urotrichus" "talpoides" 45
"3243" "Insular" "extant" "Insectivora" "Tenrecidae" "Echinops" "telfairi" 180
"3244" "Insular" "extant" "Insectivora" "Tenrecidae" "Echinops" "telfairi" 85.5
"3245" "Insular" "extant" "Insectivora" "Tenrecidae" "Geogale" "aurita" 7
"3246" "Insular" "extant" "Insectivora" "Tenrecidae" "Geogale" "aurita" 6.7
"3247" "Insular" "extant" "Insectivora" "Tenrecidae" "Hemicentetes" "semispinosus" 134
"3248" "Insular" "extant" "Insectivora" "Tenrecidae" "Hemicentetes" "nigricepts" 113
